District,TotalPositive,Discharged,ActiveCases,Death,Date
Pudukottai,11491,11288,48,155,15-01-2021
Ramanathapuram,6376,6210,29,137,15-01-2021
Ranipet,16032,15786,60,186,15-01-2021
Salem,32115,31365,285,465,15-01-2021
Sivagangai,6604,6433,45,126,15-01-2021
Tenkasi,8341,8149,34,158,15-01-2021
Thanjavur,17487,17072,172,243,15-01-2021
Theni,16999,16745,49,205,15-01-2021
Thirupathur,7530,7364,41,125,15-01-2021
Thiruvallur,43164,42210,272,682,15-01-2021
Thiruvannamalai,19282,18937,62,283,15-01-2021
Thiruvarur,11062,10888,65,109,15-01-2021
Thoothukudi,16195,15992,62,141,15-01-2021
Tirunelveli,15452,15150,90,212,15-01-2021
Tiruppur,17506,17060,226,220,15-01-2021
Trichy,14473,14128,166,179,15-01-2021
Vellore,20536,20002,190,344,15-01-2021
Villupuram,15103,14947,46,110,15-01-2021
Virudhunagar,16485,16194,61,230,15-01-2021
AirportSurveillance(International),938,928,9,1,15-01-2021
AirportSurveillance(Domestic),1031,1025,5,1,15-01-2021
RailwaySurveillance,428,428,0,0,15-01-2021
Ariyalur,4660,4599,12,49,16-01-2021
Chengalpattu,50825,49708,361,756,16-01-2021
Chennai,228911,222903,1946,4062,16-01-2021
Coimbatore,53555,52264,629,662,16-01-2021
Cuddalore,24846,24501,61,284,16-01-2021
Dharmapuri,6533,6426,53,54,16-01-2021
Dindigul,11116,10834,84,198,16-01-2021
Erode,14072,13769,156,147,16-01-2021
Kallakurichi,10857,10721,28,108,16-01-2021
Kancheepuram,29057,28457,163,437,16-01-2021
Kanyakumari,16646,16242,147,257,16-01-2021
Karur,5328,5214,64,50,16-01-2021
Krishnagiri,8002,7814,71,117,16-01-2021
Madurai,20803,20218,130,455,16-01-2021
Nagapattinam,8320,8118,71,131,16-01-2021
Namakkal,11460,11230,120,110,16-01-2021
Nilgiris,8103,7979,77,47,16-01-2021
Perambalur,2260,2238,1,21,16-01-2021
Pudukottai,11495,11296,44,155,16-01-2021
Ramanathapuram,6383,6213,33,137,16-01-2021
Ranipet,16038,15797,55,186,16-01-2021
Salem,32136,31406,265,465,16-01-2021
Sivagangai,6610,6436,48,126,16-01-2021
Tenkasi,8346,8154,34,158,16-01-2021
Thanjavur,17505,17091,171,243,16-01-2021
Theni,17005,16750,50,205,16-01-2021
Thirupathur,7536,7368,43,125,16-01-2021
Thiruvallur,43190,42256,252,682,16-01-2021
Thiruvannamalai,19294,18953,58,283,16-01-2021
Thiruvarur,11065,10894,62,109,16-01-2021
Thoothukudi,16201,16003,57,141,16-01-2021
Tirunelveli,15465,15157,96,212,16-01-2021
Tiruppur,17521,17083,218,220,16-01-2021
Trichy,14486,14156,151,179,16-01-2021
Vellore,20548,20021,183,344,16-01-2021
Villupuram,15109,14950,49,110,16-01-2021
Virudhunagar,16497,16198,69,230,16-01-2021
AirportSurveillance(International),940,928,11,1,16-01-2021
AirportSurveillance(Domestic),1031,1025,5,1,16-01-2021
RailwaySurveillance,428,428,0,0,16-01-2021
Ariyalur,4662,4600,13,49,17-01-2021
Chengalpattu,50878,49764,357,757,17-01-2021
Chennai,229074,223050,1959,4065,17-01-2021
Coimbatore,53622,52352,608,662,17-01-2021
Cuddalore,24851,24515,52,284,17-01-2021
Dharmapuri,6534,6437,43,54,17-01-2021
Dindigul,11129,10850,81,198,17-01-2021
Erode,14087,13796,144,147,17-01-2021
Kallakurichi,10860,10724,28,108,17-01-2021
Kancheepuram,29070,28485,148,437,17-01-2021
Kanyakumari,16659,16264,138,257,17-01-2021
Karur,5335,5227,58,50,17-01-2021
Krishnagiri,8006,7825,64,117,17-01-2021
Madurai,20816,20241,120,455,17-01-2021
Nagapattinam,8327,8127,69,131,17-01-2021
Namakkal,11471,11252,109,110,17-01-2021
Nilgiris,8109,7985,77,47,17-01-2021
Perambalur,2260,2238,1,21,17-01-2021
Pudukottai,11501,11303,43,155,17-01-2021
Ramanathapuram,6385,6218,30,137,17-01-2021
Ranipet,16042,15809,47,186,17-01-2021
Salem,32162,31445,252,465,17-01-2021
Sivagangai,6613,6440,47,126,17-01-2021
Tenkasi,8347,8157,32,158,17-01-2021
Thanjavur,17527,17112,172,243,17-01-2021
Theni,17012,16757,50,205,17-01-2021
Thirupathur,7538,7373,40,125,17-01-2021
Thiruvallur,43218,42299,235,684,17-01-2021
Thiruvannamalai,19298,18963,52,283,17-01-2021
Thiruvarur,11072,10903,60,109,17-01-2021
Thoothukudi,16204,16013,50,141,17-01-2021
Tirunelveli,15475,15165,98,212,17-01-2021
Tiruppur,17542,17109,213,220,17-01-2021
Trichy,14503,14190,134,179,17-01-2021
Vellore,20565,20036,185,344,17-01-2021
Villupuram,15113,14956,47,110,17-01-2021
Virudhunagar,16506,16207,68,231,17-01-2021
AirportSurveillance(International),940,928,11,1,17-01-2021
AirportSurveillance(Domestic),1031,1025,5,1,17-01-2021
RailwaySurveillance,428,428,0,0,17-01-2021
Ariyalur,4663,4602,12,49,18-01-2021
Chengalpattu,50922,49814,351,757,18-01-2021
Chennai,229238,223230,1939,4069,18-01-2021
Coimbatore,53691,52433,595,663,18-01-2021
Cuddalore,24858,24524,50,284,18-01-2021
Dharmapuri,6539,6444,41,54,18-01-2021
Dindigul,11134,10867,69,198,18-01-2021
Erode,14095,13818,130,147,18-01-2021
Kallakurichi,10861,10726,27,108,18-01-2021
Kancheepuram,29082,28512,133,437,18-01-2021
Kanyakumari,16667,16282,128,257,18-01-2021
Karur,5343,5237,56,50,18-01-2021
Krishnagiri,8008,7833,58,117,18-01-2021
Madurai,20830,20260,115,455,18-01-2021
Nagapattinam,8335,8134,70,131,18-01-2021
Namakkal,11477,11269,98,110,18-01-2021
Nilgiris,8113,7994,72,47,18-01-2021
Perambalur,2260,2238,1,21,18-01-2021
Pudukottai,11505,11309,40,156,18-01-2021
Ramanathapuram,6391,6224,30,137,18-01-2021
Ranipet,16045,15824,35,186,18-01-2021
Salem,32186,31483,238,465,18-01-2021
Sivagangai,6614,6445,43,126,18-01-2021
Tenkasi,8352,8159,35,158,18-01-2021
Thanjavur,17547,17131,173,243,18-01-2021
Theni,17015,16762,48,205,18-01-2021
Thirupathur,7540,7379,36,125,18-01-2021
Thiruvallur,43247,42347,216,684,18-01-2021
Thiruvannamalai,19303,18971,49,283,18-01-2021
Thiruvarur,11086,10915,62,109,18-01-2021
Thoothukudi,16210,16021,48,141,18-01-2021
Tirunelveli,15489,15175,102,212,18-01-2021
Tiruppur,17564,17134,210,220,18-01-2021
Trichy,14511,14219,113,179,18-01-2021
Vellore,20579,20050,183,346,18-01-2021
Villupuram,15115,14961,44,110,18-01-2021
Virudhunagar,16509,16219,59,231,18-01-2021
AirportSurveillance(International),940,928,11,1,18-01-2021
AirportSurveillance(Domestic),1031,1025,5,1,18-01-2021
RailwaySurveillance,428,428,0,0,18-01-2021
Ariyalur,4665,4608,8,49,19-01-2021
Chengalpattu,50975,49876,342,757,19-01-2021
Chennai,229386,223421,1893,4072,19-01-2021
Coimbatore,53749,52531,554,664,19-01-2021
Cuddalore,24864,24529,51,284,19-01-2021
Dharmapuri,6540,6449,37,54,19-01-2021
Dindigul,11138,10885,55,198,19-01-2021
Erode,14117,13829,140,148,19-01-2021
Kallakurichi,10861,10728,25,108,19-01-2021
Kancheepuram,29089,28527,124,438,19-01-2021
Kanyakumari,16678,16306,115,257,19-01-2021
Karur,5349,5241,58,50,19-01-2021
Krishnagiri,8014,7836,61,117,19-01-2021
Madurai,20839,20267,117,455,19-01-2021
Nagapattinam,8346,8148,67,131,19-01-2021
Namakkal,11486,11288,88,110,19-01-2021
Nilgiris,8121,8009,65,47,19-01-2021
Perambalur,2261,2238,2,21,19-01-2021
Pudukottai,11512,11313,43,156,19-01-2021
Ramanathapuram,6393,6228,28,137,19-01-2021
Ranipet,16049,15839,24,186,19-01-2021
Salem,32204,31519,220,465,19-01-2021
Sivagangai,6618,6454,38,126,19-01-2021
Tenkasi,8354,8166,30,158,19-01-2021
Thanjavur,17561,17146,172,243,19-01-2021
Theni,17022,16770,47,205,19-01-2021
Thirupathur,7541,7383,33,125,19-01-2021
Thiruvallur,43286,42383,217,686,19-01-2021
Thiruvannamalai,19309,18983,43,283,19-01-2021
Thiruvarur,11090,10928,53,109,19-01-2021
Thoothukudi,16214,16024,49,141,19-01-2021
Tirunelveli,15501,15189,100,212,19-01-2021
Tiruppur,17585,17163,202,220,19-01-2021
Trichy,14527,14239,109,179,19-01-2021
Vellore,20590,20069,175,346,19-01-2021
Villupuram,15120,14970,39,111,19-01-2021
Virudhunagar,16513,16230,52,231,19-01-2021
AirportSurveillance(International),940,931,8,1,19-01-2021
AirportSurveillance(Domestic),1031,1027,3,1,19-01-2021
RailwaySurveillance,428,428,0,0,19-01-2021
Ariyalur,4666,4610,7,49,20-01-2021
Chengalpattu,51024,49914,351,759,20-01-2021
Chennai,229537,223594,1867,4076,20-01-2021
Coimbatore,53804,52610,530,664,20-01-2021
Cuddalore,24865,24535,46,284,20-01-2021
Dharmapuri,6543,6456,33,54,20-01-2021
Dindigul,11144,10891,55,198,20-01-2021
Erode,14142,13847,147,148,20-01-2021
Kallakurichi,10861,10733,20,108,20-01-2021
Kancheepuram,29101,28536,127,438,20-01-2021
Kanyakumari,16685,16327,101,257,20-01-2021
Karur,5356,5249,57,50,20-01-2021
Krishnagiri,8018,7845,56,117,20-01-2021
Madurai,20849,20281,112,456,20-01-2021
Nagapattinam,8349,8164,53,132,20-01-2021
Namakkal,11501,11300,91,110,20-01-2021
Nilgiris,8129,8021,61,47,20-01-2021
Perambalur,2260,2238,1,21,20-01-2021
Pudukottai,11516,11322,38,156,20-01-2021
Ramanathapuram,6393,6231,25,137,20-01-2021
Ranipet,16057,15843,28,186,20-01-2021
Salem,32221,31571,185,465,20-01-2021
Sivagangai,6620,6461,33,126,20-01-2021
Tenkasi,8363,8170,35,158,20-01-2021
Thanjavur,17582,17168,171,243,20-01-2021
Theni,17032,16774,53,205,20-01-2021
Thirupathur,7543,7388,30,125,20-01-2021
Thiruvallur,43312,42411,214,687,20-01-2021
Thiruvannamalai,19311,18990,38,283,20-01-2021
Thiruvarur,11101,10937,55,109,20-01-2021
Thoothukudi,16221,16037,43,141,20-01-2021
Tirunelveli,15507,15208,87,212,20-01-2021
Tiruppur,17607,17201,186,220,20-01-2021
Trichy,14539,14251,109,179,20-01-2021
Vellore,20608,20097,165,346,20-01-2021
Villupuram,15126,14974,41,111,20-01-2021
Virudhunagar,16522,16238,53,231,20-01-2021
AirportSurveillance(International),940,933,6,1,20-01-2021
AirportSurveillance(Domestic),1032,1027,4,1,20-01-2021
RailwaySurveillance,428,428,0,0,20-01-2021
Ariyalur,4667,4613,5,49,21-01-2021
Chengalpattu,51102,49964,377,761,21-01-2021
Chennai,229705,223783,1842,4080,21-01-2021
Coimbatore,53863,52670,528,665,21-01-2021
Cuddalore,24868,24539,45,284,21-01-2021
Dharmapuri,6549,6461,34,54,21-01-2021
Dindigul,11150,10900,52,198,21-01-2021
Erode,14159,13874,137,148,21-01-2021
Kallakurichi,10862,10735,19,108,21-01-2021
Kancheepuram,29119,28548,133,438,21-01-2021
Kanyakumari,16700,16350,93,257,21-01-2021
Karur,5363,5260,53,50,21-01-2021
Krishnagiri,8021,7855,49,117,21-01-2021
Madurai,20871,20296,119,456,21-01-2021
Nagapattinam,8361,8177,52,132,21-01-2021
Namakkal,11509,11312,87,110,21-01-2021
Nilgiris,8135,8032,56,47,21-01-2021
Perambalur,2260,2238,1,21,21-01-2021
Pudukottai,11519,11325,38,156,21-01-2021
Ramanathapuram,6399,6237,25,137,21-01-2021
Ranipet,16061,15846,29,186,21-01-2021
Salem,32249,31605,179,465,21-01-2021
Sivagangai,6624,6465,33,126,21-01-2021
Tenkasi,8367,8174,35,158,21-01-2021
Thanjavur,17588,17206,138,244,21-01-2021
Theni,17037,16779,53,205,21-01-2021
Thirupathur,7543,7392,26,125,21-01-2021
Thiruvallur,43326,42430,209,687,21-01-2021
Thiruvannamalai,19315,18997,35,283,21-01-2021
Thiruvarur,11107,10940,58,109,21-01-2021
Thoothukudi,16229,16043,45,141,21-01-2021
Tirunelveli,15508,15219,77,212,21-01-2021
Tiruppur,17639,17239,180,220,21-01-2021
Trichy,14551,14264,108,179,21-01-2021
Vellore,20620,20133,141,346,21-01-2021
Villupuram,15137,14982,43,112,21-01-2021
Virudhunagar,16528,16245,52,231,21-01-2021
AirportSurveillance(International),940,933,6,1,21-01-2021
AirportSurveillance(Domestic),1032,1027,4,1,21-01-2021
RailwaySurveillance,428,428,0,0,21-01-2021
Ariyalur,4672,4614,9,49,22-01-2021
Chengalpattu,51160,50020,378,762,22-01-2021
Chennai,229860,223986,1790,4084,22-01-2021
Coimbatore,53918,52738,514,666,22-01-2021
Cuddalore,24873,24544,45,284,22-01-2021
Dharmapuri,6553,6465,34,54,22-01-2021
Dindigul,11164,10911,55,198,22-01-2021
Erode,14168,13896,124,148,22-01-2021
Kallakurichi,10866,10738,20,108,22-01-2021
Kancheepuram,29134,28561,135,438,22-01-2021
Kanyakumari,16714,16364,93,257,22-01-2021
Karur,5368,5264,54,50,22-01-2021
Krishnagiri,8027,7872,38,117,22-01-2021
Madurai,20901,20308,137,456,22-01-2021
Nagapattinam,8371,8183,56,132,22-01-2021
Namakkal,11521,11324,87,110,22-01-2021
Nilgiris,8137,8041,49,47,22-01-2021
Perambalur,2260,2238,1,21,22-01-2021
Pudukottai,11521,11330,35,156,22-01-2021
Ramanathapuram,6400,6240,23,137,22-01-2021
Ranipet,16064,15852,25,187,22-01-2021
Salem,32261,31635,161,465,22-01-2021
Sivagangai,6629,6470,33,126,22-01-2021
Tenkasi,8380,8177,45,158,22-01-2021
Thanjavur,17595,17230,121,244,22-01-2021
Theni,17043,16785,53,205,22-01-2021
Thirupathur,7546,7398,23,125,22-01-2021
Thiruvallur,43358,42446,225,687,22-01-2021
Thiruvannamalai,19323,19004,36,283,22-01-2021
Thiruvarur,11115,10948,58,109,22-01-2021
Thoothukudi,16232,16046,45,141,22-01-2021
Tirunelveli,15510,15231,67,212,22-01-2021
Tiruppur,17668,17279,169,220,22-01-2021
Trichy,14564,14274,111,179,22-01-2021
Vellore,20634,20161,126,347,22-01-2021
Villupuram,15143,14990,41,112,22-01-2021
Virudhunagar,16531,16249,51,231,22-01-2021
AirportSurveillance(International),940,935,4,1,22-01-2021
AirportSurveillance(Domestic),1033,1030,2,1,22-01-2021
RailwaySurveillance,428,428,0,0,22-01-2021
Ariyalur,4674,4616,9,49,23-01-2021
Chengalpattu,51206,50065,379,762,23-01-2021
Chennai,230026,224192,1749,4085,23-01-2021
Coimbatore,53966,52802,498,666,23-01-2021
Cuddalore,24876,24557,35,284,23-01-2021
Dharmapuri,6563,6474,35,54,23-01-2021
Dindigul,11181,10918,65,198,23-01-2021
Erode,14195,13916,131,148,23-01-2021
Kallakurichi,10869,10742,19,108,23-01-2021
Kancheepuram,29150,28575,137,438,23-01-2021
Kanyakumari,16722,16381,84,257,23-01-2021
Karur,5370,5271,49,50,23-01-2021
Krishnagiri,8034,7882,35,117,23-01-2021
Madurai,20912,20321,135,456,23-01-2021
Nagapattinam,8386,8192,62,132,23-01-2021
Namakkal,11528,11335,83,110,23-01-2021
Nilgiris,8147,8045,55,47,23-01-2021
Perambalur,2262,2238,3,21,23-01-2021
Pudukottai,11523,11339,28,156,23-01-2021
Ramanathapuram,6401,6244,20,137,23-01-2021
Ranipet,16076,15852,37,187,23-01-2021
Salem,32277,31668,144,465,23-01-2021
Sivagangai,6633,6476,31,126,23-01-2021
Tenkasi,8389,8184,47,158,23-01-2021
Thanjavur,17604,17245,115,244,23-01-2021
Theni,17050,16788,57,205,23-01-2021
Thirupathur,7549,7402,22,125,23-01-2021
Thiruvallur,43379,42465,227,687,23-01-2021
Thiruvannamalai,19328,19011,34,283,23-01-2021
Thiruvarur,11142,10953,80,109,23-01-2021
Thoothukudi,16240,16054,45,141,23-01-2021
Tirunelveli,15517,15245,59,213,23-01-2021
Tiruppur,17698,17313,165,220,23-01-2021
Trichy,14571,14286,106,179,23-01-2021
Vellore,20642,20185,110,347,23-01-2021
Villupuram,15149,14995,42,112,23-01-2021
Virudhunagar,16535,16258,46,231,23-01-2021
AirportSurveillance(International),940,935,4,1,23-01-2021
AirportSurveillance(Domestic),1033,1030,2,1,23-01-2021
RailwaySurveillance,428,428,0,0,23-01-2021
Ariyalur,4675,4617,9,49,24-01-2021
Chengalpattu,51257,50102,392,763,24-01-2021
Chennai,230195,224417,1693,4085,24-01-2021
Coimbatore,54021,52875,478,668,24-01-2021
Cuddalore,24881,24565,32,284,24-01-2021
Dharmapuri,6565,6478,33,54,24-01-2021
Dindigul,11185,10920,67,198,24-01-2021
Erode,14224,13929,147,148,24-01-2021
Kallakurichi,10867,10746,13,108,24-01-2021
Kancheepuram,29162,28588,135,439,24-01-2021
Kanyakumari,16740,16389,94,257,24-01-2021
Karur,5373,5279,44,50,24-01-2021
Krishnagiri,8039,7890,32,117,24-01-2021
Madurai,20923,20337,129,457,24-01-2021
Nagapattinam,8394,8198,64,132,24-01-2021
Namakkal,11541,11347,84,110,24-01-2021
Nilgiris,8156,8054,55,47,24-01-2021
Perambalur,2261,2238,2,21,24-01-2021
Pudukottai,11526,11342,28,156,24-01-2021
Ramanathapuram,6402,6247,18,137,24-01-2021
Ranipet,16085,15855,43,187,24-01-2021
Salem,32296,31691,140,465,24-01-2021
Sivagangai,6638,6482,30,126,24-01-2021
Tenkasi,8391,8189,44,158,24-01-2021
Thanjavur,17617,17263,110,244,24-01-2021
Theni,17052,16796,51,205,24-01-2021
Thirupathur,7553,7409,19,125,24-01-2021
Thiruvallur,43399,42491,220,688,24-01-2021
Thiruvannamalai,19330,19014,33,283,24-01-2021
Thiruvarur,11146,10959,78,109,24-01-2021
Thoothukudi,16249,16064,44,141,24-01-2021
Tirunelveli,15523,15251,59,213,24-01-2021
Tiruppur,17734,17337,176,221,24-01-2021
Trichy,14588,14302,107,179,24-01-2021
Vellore,20659,20198,114,347,24-01-2021
Villupuram,15152,15001,39,112,24-01-2021
Virudhunagar,16540,16265,44,231,24-01-2021
AirportSurveillance(International),940,937,2,1,24-01-2021
AirportSurveillance(Domestic),1033,1030,2,1,24-01-2021
RailwaySurveillance,428,428,0,0,24-01-2021
Ariyalur,4676,4618,9,49,25-01-2021
Chengalpattu,51295,50141,391,763,25-01-2021
Chennai,230346,224626,1634,4086,25-01-2021
Coimbatore,54077,52943,465,669,25-01-2021
Cuddalore,24892,24572,35,285,25-01-2021
Dharmapuri,6568,6481,33,54,25-01-2021
Dindigul,11194,10931,65,198,25-01-2021
Erode,14246,13940,158,148,25-01-2021
Kallakurichi,10866,10748,10,108,25-01-2021
Kancheepuram,29179,28600,140,439,25-01-2021
Kanyakumari,16756,16403,96,257,25-01-2021
Karur,5377,5288,39,50,25-01-2021
Krishnagiri,8043,7894,32,117,25-01-2021
Madurai,20935,20354,124,457,25-01-2021
Nagapattinam,8399,8207,60,132,25-01-2021
Namakkal,11562,11360,92,110,25-01-2021
Nilgiris,8162,8064,51,47,25-01-2021
Perambalur,2261,2239,1,21,25-01-2021
Pudukottai,11530,11346,28,156,25-01-2021
Ramanathapuram,6405,6249,19,137,25-01-2021
Ranipet,16091,15862,42,187,25-01-2021
Salem,32308,31711,132,465,25-01-2021
Sivagangai,6645,6486,33,126,25-01-2021
Tenkasi,8397,8191,48,158,25-01-2021
Thanjavur,17624,17290,90,244,25-01-2021
Theni,17053,16802,46,205,25-01-2021
Thirupathur,7558,7413,20,125,25-01-2021
Thiruvallur,43426,42514,223,689,25-01-2021
Thiruvannamalai,19335,19017,35,283,25-01-2021
Thiruvarur,11155,10964,82,109,25-01-2021
Thoothukudi,16254,16070,43,141,25-01-2021
Tirunelveli,15528,15254,61,213,25-01-2021
Tiruppur,17767,17364,182,221,25-01-2021
Trichy,14599,14317,103,179,25-01-2021
Vellore,20663,20214,102,347,25-01-2021
Villupuram,15164,15003,49,112,25-01-2021
Virudhunagar,16542,16276,35,231,25-01-2021
AirportSurveillance(International),940,937,2,1,25-01-2021
AirportSurveillance(Domestic),1034,1030,3,1,25-01-2021
RailwaySurveillance,428,428,0,0,25-01-2021
Ariyalur,4677,4618,10,49,26-01-2021
Chengalpattu,51336,50192,380,764,26-01-2021
Chennai,230522,224818,1616,4088,26-01-2021
Coimbatore,54125,53012,443,670,26-01-2021
Cuddalore,24897,24582,30,285,26-01-2021
Dharmapuri,6569,6487,28,54,26-01-2021
Dindigul,11206,10937,71,198,26-01-2021
Erode,14266,13952,166,148,26-01-2021
Kallakurichi,10866,10751,7,108,26-01-2021
Kancheepuram,29190,28614,137,439,26-01-2021
Kanyakumari,16773,16414,102,257,26-01-2021
Karur,5377,5295,32,50,26-01-2021
Krishnagiri,8048,7896,35,117,26-01-2021
Madurai,20941,20369,115,457,26-01-2021
Nagapattinam,8414,8211,71,132,26-01-2021
Namakkal,11570,11372,88,110,26-01-2021
Nilgiris,8172,8070,55,47,26-01-2021
Perambalur,2261,2239,1,21,26-01-2021
Pudukottai,11536,11352,28,156,26-01-2021
Ramanathapuram,6407,6252,18,137,26-01-2021
Ranipet,16097,15864,46,187,26-01-2021
Salem,32333,31727,141,465,26-01-2021
Sivagangai,6647,6491,30,126,26-01-2021
Tenkasi,8402,8196,48,158,26-01-2021
Thanjavur,17633,17313,76,244,26-01-2021
Theni,17060,16807,48,205,26-01-2021
Thirupathur,7561,7416,20,125,26-01-2021
Thiruvallur,43444,42535,220,689,26-01-2021
Thiruvannamalai,19337,19023,31,283,26-01-2021
Thiruvarur,11164,10972,83,109,26-01-2021
Thoothukudi,16258,16074,43,141,26-01-2021
Tirunelveli,15535,15262,60,213,26-01-2021
Tiruppur,17781,17385,175,221,26-01-2021
Trichy,14613,14330,103,180,26-01-2021
Vellore,20674,20229,98,347,26-01-2021
Villupuram,15165,15008,45,112,26-01-2021
Virudhunagar,16544,16282,31,231,26-01-2021
AirportSurveillance(International),940,937,2,1,26-01-2021
AirportSurveillance(Domestic),1034,1030,3,1,26-01-2021
RailwaySurveillance,428,428,0,0,26-01-2021
Ariyalur,4681,4618,14,49,27-01-2021
Chengalpattu,51365,50250,350,765,27-01-2021
Chennai,230675,224980,1603,4092,27-01-2021
Coimbatore,54176,53077,429,670,27-01-2021
Cuddalore,24904,24589,30,285,27-01-2021
Dharmapuri,6574,6490,30,54,27-01-2021
Dindigul,11216,10945,73,198,27-01-2021
Erode,14285,13967,168,150,27-01-2021
Kallakurichi,10867,10753,6,108,27-01-2021
Kancheepuram,29211,28629,143,439,27-01-2021
Kanyakumari,16780,16420,103,257,27-01-2021
Karur,5381,5298,33,50,27-01-2021
Krishnagiri,8052,7899,36,117,27-01-2021
Madurai,20953,20386,110,457,27-01-2021
Nagapattinam,8421,8220,69,132,27-01-2021
Namakkal,11584,11378,96,110,27-01-2021
Nilgiris,8177,8073,57,47,27-01-2021
Perambalur,2261,2239,1,21,27-01-2021
Pudukottai,11537,11359,22,156,27-01-2021
Ramanathapuram,6410,6257,16,137,27-01-2021
Ranipet,16102,15867,48,187,27-01-2021
Salem,32347,31742,140,465,27-01-2021
Sivagangai,6652,6497,29,126,27-01-2021
Tenkasi,8409,8200,51,158,27-01-2021
Thanjavur,17636,17327,65,244,27-01-2021
Theni,17063,16813,45,205,27-01-2021
Thirupathur,7562,7418,19,125,27-01-2021
Thiruvallur,43473,42560,223,690,27-01-2021
Thiruvannamalai,19342,19031,28,283,27-01-2021
Thiruvarur,11172,10984,79,109,27-01-2021
Thoothukudi,16262,16080,41,141,27-01-2021
Tirunelveli,15542,15273,56,213,27-01-2021
